Question,Answer A,Answer B,Answer C,Answer D,Answer E
Quale tra le seguenti è una struttura specializzata degli uccelli coinvolta specificamente nella digestione del cibo?,Ventricolo muscolare,Cistifellea,Pancreas,Ceco,Polmone
Quale tra i seguenti è un adattamento respiratorio unico sviluppato dagli uccelli?,Sacchi d'aria,Ventricolo muscolare,Polmoni con alveoli,Trachea,Diaframma
Nel becco di uccello quale caratteristica è fondamentale nel determinare la dieta di ogni specie?,La forma,La lunghezza,Il colore,La resistenza,La sensibilità
"Quale elemento strutturale, tra quelli suggeriti, mantiene la temperatura corporea negli uccelli?",Piumaggio,Ventricolo muscolare,Becco lungo e robusto,Pelle permeabile,Ceco
Qual è la funzione del gozzo in un uccello?,Immagazzinamento del cibo,Difesa immunitaria,Produzione di calore,Alimentazione filtrante,Scambio di gas
Quale organo è responsabile della produzione dei suoni negli uccelli?,Siringe,Becco,Corde vocali,Laringe,Trachea
Qual è la funzione dei mitocondri in una cellula?,Produrre ATP,Disperdere calore,Produrre anidride carbonica,Produrre solo calore,Produrre ossigeno
Quale tra le seguenti NON è una fase della mitosi?,Prointerfase,Prometafase,Metafase,Profase,Interfase
"Perché le frequenze alleliche di una popolazione rimangano costanti, devono verificarsi tutte le seguenti condizioni, tranne una. Quale?",Flusso genico tra popolazioni,Popolazione molto vasta,Assenza di selezione naturale,Accoppiamento casuale tra individui,Assenza di mutazioni
La fibrosi cistica è una malattia genetica a trasmissione autosomica recessiva. Due genitori sani hanno un figlio malato. Qual è la probabilità che il figlio successivo sia malato?,0.25,0.5,0.75,0,1
Fa parte dell'apparato respiratorio:,la trachea,l'esofago,lo stomaco,il crasso,nessuna delle altre alternative è corretta
"Nelle piante di pisello il colore viola dei fiori è dominante sul colore bianco e la forma allungata dei granuli pollinici è dominante sulla forma rotonda. Bateson e Punnett, in un celebre esperimento, incrociarono piante eterozigoti per entrambi i caratteri. Osservando i due caratteri separatamente ottennero dati in accordo con le leggi di Mendel, ma quando osservarono i due caratteri contemporaneamente non ottennero il rapporto previsto di 9:3:3:1 tra le classi fenotipiche. Questo fatto è stato spiegato ipotizzando che:",i due geni considerati fossero associati,i due scienziati avessero commesso un errore nella registrazione dei dati,i due geni considerati fossero codominanti,i due geni considerati fossero dominanti incompleti,si trattasse di un caso di pleiotropia
"Per effettuare la fotosintesi, a una pianta sono necessari:",anidride carbonica e acqua,anidride carbonica e ossigeno,ossigeno e acqua,azoto e acqua,anidride carbonica e azoto
Per fagocitosi si intende:,la capacità di alcune cellule di inglobare particelle solide e distruggerle,la capacità di un organo di fabbricare globuli rossi,l'eliminazione di sostanze non utilizzabili dall'organismo,la capacità delle piante di reagire alla forza di gravità con movimenti di crescita,la capacità delle cellule di replicare
Quali dei seguenti NON fanno parte dei batteri eterotrofi?,I cianobatteri,Gli stafilococchi,I batteri azotofissatori,I clostridi,I lattobacilli
La traduzione avviene:,nel ribosoma,nel citoplasma,nella membrana,nel nucleo,nel lisosoma
Il surfactante:,riduce la tendenza degli alveoli a collassare,è costituito solo da molecole di natura fosfolipidica,è costituito solo da molecole lipoproteiche,è prodotto da tutte le cellule delle vie aeree inferiori,viene prodotto normalmente anche in presenza della sindrome da distress respiratorio
Quale dei seguenti tipi cellulari NON fa parte del sistema nervoso?,Condrociti,Oligodendrociti,Microglia,Astrociti,Cellule di Schwann
Le piante terrestri più antiche sono le:,briofite,pteridofite,spermatofite,gimnosperme,angiosperme
Nell'uomo l'albinismo è un carattere autosomico recessivo. Qual è la probabilità che due genitori sani eterozigoti abbiano un figlio albino?,0.25,0.5,0.75,1,0
La bile ha la funzione di:,preparare i grassi per la digestione operata da enzimi specifici,fare digerire le proteine,depurare l'intestino,attivare il fegato,nessuna delle altre alternative è corretta
Un frammento di DNA a doppia elica contiene 12 molecole di timina e 15 molecole di guanina. Quanti singoli legami idrogeno tra basi azotate sono complessivamente presenti all'interno di questo frammento di DNA?,69,54,66,27,81
"Una pianta, alla fine del processo di fotosintesi, avrà prodotto:",1 molecola di glucosio e 6 molecole di ossigeno,6 molecole di glucosio e 1 molecola di ossigeno,6 molecole di anidride carbonica e 6 molecole di acqua,6 molecole di anidride carbonica e 6 molecole di ossigeno,1 molecola di glucosio e 6 molecole di anidride carbonica
"Nel fenomeno della deriva genetica, le frequenze alleliche di una popolazione cambiano a causa:",del caso,della selezione naturale,della selezione sessuale,della selezione artificiale,della legge di Hardy-Weinberg
L'indagine FISH viene principalmente usata per evidenziare:,microdelezioni cromosomiche,mutazioni frameshift,mutazioni di splicing,mutazioni puntiformi,triploidia
I nervi spinali:,fanno parte del sistema nervoso somatico,sono 12 paia,sono solo motori,fanno parte del sistema nervoso centrale poiché originano dal midollo spinale,innervano tutte le parti del corpo
Nella membrana cellulare NON è/sono presenti:,peptidoglicani,fosfolipidi,colesterolo,proteine,glicolipidi
Le femmine di mammifero sono un mosaico per l'espressione dei caratteri legati al sesso in quanto:,l'uno o l'altro cromosoma X subisce casualmente inattivazione,possono essere portatrici sane dei vari caratteri,è inattivato sempre lo stesso cromosoma X,hanno due cromosomi X con diverse strutture,hanno cellule con costituzione cromosomica diversa
Quale forma hanni i bacilli?,A bastoncello,Sferica,A virgola,A spirale,Ameboide
Quale tipo di energia utilizzano le cellule umane per lo svolgimento delle loro funzioni?,Energia chimica,Energia termica,Energia biologica,Energia meccanica,Energia cinetica
La fagocitosi prevede la formazione di un:,fagolisosoma,autofagosoma,endosoma tardivo,autofagolisosoma,endosoma precoce
Gli inibitori enzimatici:,possono competere con il substrato,non possono legare l'enzima,sono sempre irreversibili,possono legare il substrato,si legano solo al sito attivo
I batteri:,non hanno il nucleo,sono privi di ribosomi,sono sempre patogeni,non hanno la parete cellulare,tipicamente hanno un genoma a RNA
Una malformazione che compare in un bambino fin dalla nascita certamente:,è congenita,deriva da una mutazione cromosomica,è ereditaria,deriva da un'aneuploidia,è di origine ambientale
I geni batterici che codificano per proteine di controllo della trascrizione vengono detti:,regolatori,soppressori,mutatori,strutturali,operoni
La meiosi è il processo cellulare tramite il quale il corredo cromosomico di una cellula:,viene dimezzato,viene ridotto a un quarto,non viene modificato,viene quadruplicato,viene raddoppiato
Quale delle seguenti condizioni fa sì che la frequenza respiratoria aumenti?,Diminuzione del pH del sangue,Aumento del livello di ossigeno nel sangue,Aumento del pH del sangue,Diminuzione del livello di anidride carbonica nel sangue,Diminuzione dell'attività metabolica dell'organismo
L'enzima RNA polimerasi:,trascrive sia gli esoni sia gli introni,trascrive solo gli esoni,trascrive solo gli introni,è presente solo negli eucarioti,sintetizza un filamento di RNA in direzione 3'-5'
I retrotrasposoni sfruttano l'enzima:,trascrittasi inversa,peptidasi,transferasi,DNA ligasi,RNAsi
Quale tra le seguenti affermazioni NON si riferisce alla molecola di DNA?,I nucleotidi che lo costituiscono contengono lo zucchero ribosio nella loro struttura,È costituito da due catene polinucleotidiche appaiate e antiparallele,"All'interno della sua struttura si possono ritrovare quattro basi azotate: adenina, timina, guanina e citosina",I nucleotidi sono uniti da legami fosfodiesterici,È la molecola che custodisce l'informazione genetica
Si definisce polisoma:,un complesso di ribosomi associati allo stesso mRNA,l'insieme di ribosomi e tRNA,un composto proteico,l'oloenzima che permette la trascrizione,l'insieme di polimerasi e trascrittasi inversa
I globuli rossi:,contengono emoglobina,producono anticorpi,attivano la coagulazione,proteggono l'organismo dalle infezioni,fagocitano e digeriscono i batteri
"Se un gene di una cellula eucariotica viene trasferito in una cellula procariotica, è possibile che il gene codifichi una proteina identica in entrambe le cellule?","Sì, perché il codice genetico è universale","Sì, perché il codice genetico è ridondante","Sì, perché il codice genetico è degenerato","No, perché il codice genetico è ridondante","No, perché il codice genetico è degenerato"
Il ciclo degli acidi tricarbossilici produce:,NADH,ATP,acetil-CoA,FAD,cAMP
Quale enzima è responsabile della duplicazione del genoma di cellule procariotiche?,DNA polimerasi DNA dipendente,RNA polimerasi DNA dipendente,DNA polimerasi RNA dipendente,Trascrittasi inversa,Ribosoma
Quale delle seguenti strutture NON è presente nei ribosomi?,Sito R,Sito P,Sito E,Sito A,Sito di attacco per l'mRNA
Quale tra i seguenti tipi di cellule contribuiscono a formare la barriera ematoencefalica?,Astrociti,Cellule di Schwann,Oligodendrociti,Neuroni afferenti,Interneuroni
Indicare la risposta esatta sui ginglimi.,Ne esistono di angolari e laterali,Hanno superfici articolari irregolari,Non permettono movimenti ad angolo,Non sono dotati di legamenti di rinforzo,Sono varianti di suture
Quale delle seguenti NON è una modificazione post-traduzionale delle proteine?,Splicing,Fosforilazione,Glicosilazione,Acilazione,Metilazione
Una persona astigmatica:,ha una visione sfocata a causa della curvatura anormale del cristallino o della cornea,non riesce a mettere bene a fuoco esclusivamente gli oggetti vicini perché il suo bulbo oculare è più corto della norma,non riesce a mettere bene a fuoco esclusivamente gli oggetti lontani perché il suo bulbo oculare è più lungo della norma,ha una visione sfocata perché i raggi di luce si focalizzano su un unico punto della retina,non riesce a mettere bene a fuoco esclusivamente gli oggetti vicini a causa di una deformazione del cristallino o della cornea
"Nel ciclo di Krebs, l'enzima succinil-CoA sintetasi per modificare il succinil-CoA richiede:",GDP + Pi,ATP,GTP,NAD+,Solo GDP
Quale di queste strutture NON è mai presente in un batterio?,Il nucleo,Il ribosoma,La membrana cellulare,La parete cellulare,La capsula
"Si consideri il fenomeno dell'assortimento indipendente dei cromosomi. Se una cellula diploide che possiede 4 coppie di cromosomi va incontro a meiosi, quante diverse combinazioni cromosomiche possono avere le cellule che si formano, se NON si manifesta il fenomeno del crossing-over?",16,1 perché saranno tutte uguali alla cellula madre,2 perché ognuna erediterà la metà dei cromosomi della cellula madre,4,8
L'apparato del Golgi è deputato:,"alla maturazione di proteine della membrana plasmatica, di secrezione o dei lisosomi",alla sintesi dei lipidi,alla sintesi di proteine destinate all'esterno della cellula,alla sintesi di proteine destinate all'interno della cellula,al metabolismo energetico della cellula
La cromatina è il complesso:,nucleoproteico costituito prevalentemente da DNA e istoni,"costituito da DNA, proteine acide e basiche e RNA",costituito da RNA e DNA,costituito da DNA e proteine esclusivo dei batteri,costituito da ribosomi e RNA messaggero
Il processo che porta all'origine di nuove specie e alla suddivisione degli organismi in livelli gerarchici superiori a quello di specie viene definito:,macroevoluzione,microevoluzione,deriva genetica,selezione naturale,selezione artificiale
Quanto è lungo il DNA contenuto nel nucleo di una cellula somatica umana?,Circa 2 metri,Circa 2 cm,Circa 2 pm,Circa 2 nm,Circa 2 km
In una cellula eucariotica animale il DNA è localizzato:,nel nucleo e nel mitocondrio,solo nel mitocondrio,nel citosol,in molti organelli,solo nel nucleo
I frammenti di Okazaki:,vengono uniti dalla DNA ligasi,sono frammenti di RNA,compongono il filamento continuo della doppia elica di DNA,vengono prodotti durante il processo della trascrizione,vengono prodotti durante il processo della traduzione
